frame_number,timeframe,angry,disgust,fear,happy,neutral,sad,surprise
0,0.0,3.691918709702268,1.6292245484613288e-06,5.8239108777182125,77.42055516673464,0.5702188136970411,12.303520520006403,0.18987428291687466
1,0.03333333333333333,8.763376952413065,4.713765110917343e-07,12.505150310814422,35.773919375777865,3.7041725118911386,39.2161831082281,0.037197269498889414
2,0.06666666666666667,5.944584371736542,5.922018048550956e-07,9.011098090927286,78.3405133269855,0.49153161745173124,5.411026310441799,0.8012456902553363
3,0.1,0.3151473420051548,1.8381188321958744e-09,0.7614683785471107,98.55943256992147,0.007379724925084001,0.2528118112791728,0.10376017148389703
4,0.13333333333333333,0.28159377135994734,6.402988344838505e-08,16.629100378654346,57.88761562796678,0.0004064638818074795,0.0100652261194796,25.19121846798776
5,0.16666666666666666,0.03770403045159536,9.85169816152108e-09,1.576213314231669,96.09006354143868,0.0004203228794971574,0.002722247592155679,2.2928765335547014
6,0.2,0.656138073958387,1.0789700570965654e-06,17.670105205278322,79.9690535896829,0.0020053613989048273,0.004829159244926393,1.6978675314665002
7,0.23333333333333334,5.180889613196095,3.6242942807593593e-06,62.650844438918874,21.20096783816644,0.00028156884095412193,0.0026128216049352395,10.964400094978416
8,0.26666666666666666,0.059706396074573155,2.611741323386749e-11,0.1898302532130124,99.67874035989689,7.600555408975881e-09,2.6774897175977963e-07,0.07172271543988282
9,0.3,0.0017901107493234474,1.7243990566761442e-14,0.0016976755293580121,99.99608911673543,1.6356001141695782e-08,5.014279173019308e-07,0.0004225792019465515
10,0.3333333333333333,0.04091397599526704,1.9327192105763071e-13,0.013042269611117182,99.94584283791886,3.105015006250161e-09,1.517969298300186e-06,0.00019939540023893257
11,0.36666666666666664,16.348173975001085,1.6200336756967906e-07,82.13915261221446,0.8191049725643331,0.2214024012796556,0.4720623500454002,0.00010352689169735392
12,0.4,14.719599685885926,6.706374436089159e-09,79.69375361270721,5.216131057856142,0.19771605999356298,0.17275297085428473,4.660599649738981e-05
13,0.43333333333333335,12.587851263046174,4.601515549111706e-08,87.11255176917125,0.13946735973256508,0.03376092057124368,0.12633107812456362,3.756333903757195e-05
14,0.4666666666666667,12.594443814972802,1.0775791285201214e-10,85.08956008797496,2.1995194702212597,0.10275918965865886,0.0130773655578183,0.0006400715067387824
15,0.5,3.084609359469091,1.30736475930929e-09,96.55009158216099,0.3225040039512344,0.0134357770226456,0.029277721872246466,8.155421642203403e-05
16,0.5333333333333333,3.1042531986100257,1.6623132884874785e-09,96.29541918487762,0.5609849285488294,0.0155269294236499,0.023690330957055316,0.00012542592050195878
17,0.5666666666666667,3.4966986676384737,1.532146287034646e-09,95.89900388124806,0.5588796929065619,0.017864287681809775,0.02744989182534069,0.00010357716761322011
18,0.6,3.348069459773486,1.0510332495733165e-09,95.49616662896932,1.1235985306764624,0.012531369490246483,0.019484427011311842,0.00014958302812760168
19,0.6333333333333333,1.779675663702814,1.4701495632260162e-11,62.27040920645249,35.94817286726963,0.0003409200989267227,0.0011153484811382626,0.00028599398029140806
20,0.6666666666666666,4.346338539250412,3.7859271960591436e-10,46.986265670402126,48.658551419337414,0.004987024520472046,0.0037846052553943766,7.274085559107448e-05
21,0.7,2.537223488087831,6.435698349277528e-10,94.56606024307257,2.8893519455357737,0.004427819541809541,0.002894903481588905,4.159963685894366e-05
22,0.7333333333333333,2.761727407383687,9.322637355013997e-10,43.12959348000878,54.106873708016245,0.0015578081854474945,0.00015190935422675303,9.568611935193501e-05
23,0.7666666666666667,3.9612724205679717,2.937662526296443e-09,78.39620477590819,17.605411485761778,0.029989918971209895,0.007073839306031563,4.75565471594951e-05
24,0.8,3.371017463703363,1.564996566064266e-10,49.76243180118154,46.86125349115378,0.00319447394838102,0.00200047014128943,0.00010229971514450156
25,0.8333333333333334,3.2901028915534494,1.8821660170029785e-10,59.65388810529312,37.05064528416673,0.00346800504339072,0.0017876496105528148,0.00010806414453457618
26,0.8666666666666667,2.6063671662295778,1.8506614897055351e-10,57.554458445980515,39.83444906106651,0.0032557704805200294,0.0013105180378615014,0.00015903801994562522
27,0.9,3.30520954848722,2.2455824548102193e-10,46.25031297279622,50.44124933772969,0.00212986107851279,0.0009328556386781737,0.0001654240451227269
28,0.9333333333333333,3.058226941106899,2.8819012919485933e-10,29.64134192794136,67.29836410540473,0.001398317079113706,0.0004308756126572211,0.0002378325670411184
29,0.9666666666666667,2.9035953312015,2.798319904996668e-10,20.961929501938016,76.13311876773774,0.000837678712166022,0.00026087515846617186,0.0002578449722823397
30,1.0,2.9851858146984855,2.953486470579719e-10,20.848036213383203,76.16526630990882,0.0009751699695913234,0.0002855893454032943,0.00025090239915359484
31,1.0333333333333334,2.753534810301238,2.1427414164216857e-10,13.344120481307028,83.90122338934796,0.0007229698624849781,0.00017309576414594176,0.00022525320287697533
32,1.0666666666666667,3.402168357592492,3.75161322882511e-10,12.955954876029537,83.64057077269955,0.0008231097256872009,0.0002185827759649889,0.00026430080161018424
33,1.1,3.0954917152682038,3.23601988156777e-10,10.645553215122867,86.25764640559844,0.0008257063002863585,0.0001961549695290356,0.00028680241708585794
34,1.1333333333333333,3.59049653130833,3.5983443369135167e-10,13.918169906322408,82.48969946811546,0.0009954070116065434,0.0003031127793898482,0.0003355741029681158
35,1.1666666666666667,4.97597884314835,4.3079525929164986e-10,23.49658994074264,71.52505187663216,0.001492885950216512,0.0005708554212145521,0.0003155976746157779
36,1.2,4.908006756925716,3.97982104098671e-10,23.125346298801944,71.96427211422366,0.0015106628907930859,0.0005521731678468887,0.00031199359205353824
37,1.2333333333333334,5.799730351245929,4.846720316500446e-10,29.21306793965352,64.98393494525759,0.0021973496137852665,0.0007660202639981034,0.00030339348050557587
38,1.2666666666666666,5.893527883338848,3.5607130315218937e-10,31.497281692680843,62.60566688446217,0.002377595991941013,0.0008849984524845451,0.0002609447176498525
39,1.3,5.124888002017185,3.519835803824928e-10,33.32082148861897,61.55027364837411,0.002807509833647044,0.0009386221207355264,0.0002707286833687145
40,1.3333333333333333,4.187540571601666,3.1022916006940284e-10,45.47641233584382,50.32952113249547,0.004787605116101223,0.0014535902567969325,0.0002847643759268794
41,1.3666666666666667,4.2996169596028455,3.637717973185062e-10,47.68744455799105,48.007247302215625,0.004059397328806269,0.0013512954153171016,0.0002804870825890857
42,1.4,4.183046752488627,3.8064492913259595e-10,50.78893586445725,45.02148282674588,0.004693854395681961,0.0015546177520277611,0.00028608377988417906
43,1.4333333333333333,3.7315346354672214,3.3825571391792603e-10,50.33068161749761,45.93205298092245,0.003990455632753379,0.0014477826365579,0.00029252750514946333
44,1.4666666666666666,3.14369709773165,3.0003658865117803e-10,51.34981055275011,45.50039275850527,0.004300883481861386,0.001479888697303563,0.0003188185337669255
45,1.5,3.0031655937320845,2.621688160404368e-10,47.9325309787375,49.059508745945884,0.0032777464101912588,0.0011912571247660083,0.0003256777874052414
46,1.5333333333333334,2.928143196982628,2.6060587781706477e-10,49.34518678234561,47.72092731742211,0.004036688466568256,0.0014314160660039126,0.000274598456474948
